specimen_key,dataset_id,dataset_version,specimen_id,capture_group_id,author_cai_mpa,label_source_path,label_source_sheet,label_source_cell,label_source_sha256,label_source_dataset_version,cscan_source_path,cscan_source_sha256,cscan_panel_index,registered_cscan_crop_path,registered_cscan_crop_sha256,registered_cscan_height_px,registered_cscan_width_px,impacted_surface_path,surface_sha256,identity_status,p0r_roster_status,v2_member,split
xcmzfsbd9t:c24-10,xcmzfsbd9t,1,c24-10,cg_1c17e0b8b32715a3,299.3252068412073,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C43,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-7and10.jpg,4be8c07aaae228cdc6c0ff016e3974411688818f7fbc87f29e337623863e7ac3,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-10.png,e191a098ee009ad9308c0305c8cc21feb952252a3009d49218e8d8af34de5445,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-10.png,f21037304f0cc020726fc4214f78296f769acc66485f2deb97d16355e08129c5,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-10t,xcmzfsbd9t,1,c24-10t,cg_8290fb6d5ece9a60,358.9627090266727,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C13,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/C24-10t.jpg,2072c33455d43d568190386770390e817c0ba770af8b4bb568b33e56b0e085d2,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-10t.png,33f2fa44f5c0f3ba53d0f3aa587fb59070b9f318007bf7873d3160d044967418,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-10t.png,41cc928e47e3b86be03bb1f3cc88435985ce50a8d6a9713f735bbca0029489f6,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-11,xcmzfsbd9t,1,c24-11,cg_9f8ddbd1ceadb512,325.3224849038039,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C44,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-11and12.jpg,3bdf0e9f3bd40ce436356c9f265c42e12d95fb70ea2ade1671d240ae1d21c928,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-11.png,8b2890b08602ce1699c2c2b615c7029a496ab5440f838ee45d371cd0d22b1832,338,340,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-11.png,08b4b1d97c6a481703a333e7d91e3dd96b6cfc31c7c86abeeaa3b24ad52635a1,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-11t,xcmzfsbd9t,1,c24-11t,cg_0fca9fe6e18bf882,566.0504752620525,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C14,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/C24-11t.jpg,5c0229e15a7448cd5d32fca350ff116457b7b17b8df35958b90955900f4d9d03,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-11t.png,da2f286f15fc6112799a945a07be3a3c705e6715ee540e9ecf730af3a5918305,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-11t.png,1a476ec3c4a4a1efd4a90572d3708adfbc9c0e7c6f04663d814790736411d00c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
xcmzfsbd9t:c24-12,xcmzfsbd9t,1,c24-12,cg_9f8ddbd1ceadb512,297.1063520023052,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C45,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-11and12.jpg,3bdf0e9f3bd40ce436356c9f265c42e12d95fb70ea2ade1671d240ae1d21c928,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-12.png,ec409643cde7cf03691b66a25498592842b45210640e7ea52f7d8cc49674c3e5,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-12.png,b496377c7ba7b0763fb9f9f9bd47e2ad4f0fcddb6455a10ceacfaf1e7da26918,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-12t,xcmzfsbd9t,1,c24-12t,cg_d19944516222178d,431.8961469787579,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C15,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-12t.jpg,67c33187c79432b58fac59cce52eb129b1ccfe46cd74898a07e96e61990b6cf6,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-12t.png,31d6ee277eca66c71e45ecba87f7647b14be3d3be4c4b704eec137bbb09a9ca0,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-12t.png,3028a212718d7de6a408cf37bfd5def4639c4e96c049fa7b67adc9d563f5df0c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-13,xcmzfsbd9t,1,c24-13,cg_eddeeb21a82f999f,491.9646815144501,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C46,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-13and16.jpg,6f1907ecbac570a2b8ba4cd1c8c4593c83a26fbdb98bf76833f7a4fd5d58ced6,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-13.png,4ff73184f4d59f6c8ea9cc72edf340e30b7861c00cbe8f19fafdb39db44d38c4,338,340,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-13.png,5e7df7b29cbd244e20b9fa7c37e0ea405c0654500af3fafea490254a1baddd42,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-14,xcmzfsbd9t,1,c24-14,cg_b872766beb8f3792,549.6859682830219,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C47,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-14and15.jpg,037903a1c7bebe0fe14fbceddee997d0b982e8c86d76d02fca12576e9a360922,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-14.png,0f5ed28e63e9e38ebcb6e018e6fc609ae9fdeb49284bf3d48f37125e9d5ac141,338,340,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-14.png,27b6ac88db0ce089b0122916118b6f48c4edab119ef2ca2d839bf1f9f74c9713,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-15,xcmzfsbd9t,1,c24-15,cg_b872766beb8f3792,480.891164885706,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C48,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-14and15.jpg,037903a1c7bebe0fe14fbceddee997d0b982e8c86d76d02fca12576e9a360922,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-15.png,714fc1a8fd8f61afc16b0ac0429ee6be6fffa1d4ba8d06e1944d22e6e5dd5d4a,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-15.png,fc2b5e17d20eea85433df34f628ae317d9357f2f82b1354a29eba4d012aba18a,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-16,xcmzfsbd9t,1,c24-16,cg_eddeeb21a82f999f,535.4702422337182,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C49,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-13and16.jpg,6f1907ecbac570a2b8ba4cd1c8c4593c83a26fbdb98bf76833f7a4fd5d58ced6,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-16.png,e2c68273ac67adfab8ca9cc9a100f518e65889743f183773736bcdea52b55013,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-16.png,48c96103e8b0cea100f9a8dbd0b5db3ead0c74db4bc5f9b75057de8d0130ac53,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-17,xcmzfsbd9t,1,c24-17,cg_8419606a48868b93,539.7345916091459,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C50,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-17and18.jpg,539607b088f7907e1903bd72f46a88b49baea43a9f0a8bf904e899fc6f7041db,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-17.png,42e7ab74f21ac710735b58de0e98d6eaada8ced1e1f683f3e8679daee1d2341a,338,340,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-17.png,93429e5fa42c5e33ef67717d02f0354335306ebe6514840719d0adb6f4d3413d,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-18,xcmzfsbd9t,1,c24-18,cg_8419606a48868b93,552.8228422734558,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C51,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-17and18.jpg,539607b088f7907e1903bd72f46a88b49baea43a9f0a8bf904e899fc6f7041db,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-18.png,ca968ff823645e6d0dcecd57c3e4c9b888bd573ae12664bb10edc6c5711b57d7,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-18.png,55e691dae1fda34b9ae32e22da4d465341ef634b777fdb954a39759ef53fb20e,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-2,xcmzfsbd9t,1,c24-2,cg_b26d1c908a126477,208.4120780661113,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C35,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-2and3.jpg,1f4b6d738d22b41cf9bc58c4d32cad213dccbfc29ae00bb5c597cf39f2eb7c14,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-2.png,4cb4b508acf7b4f22115507fb2580a5d84e4b3c55fed2ecf9ada5ed5c87c3cfc,338,340,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-2.png,463f0cbfbc7ac8a8d37d26410637c7cf176f97697b30492cb4bbede0414a29b8,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-20,xcmzfsbd9t,1,c24-20,cg_4727e52185e52b61,494.1524059122719,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C53,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-20and21.jpg,aafd146537846d4c079812072085f83d8723257d5d65fb4ba95ffb0bca224974,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-20.png,9c021666e58c65b242b6b3da2d78a8cf4561e66f9c5485f2ea0e50505acda0e2,338,340,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-20.png,5c8baeeebc704c726c510b8d0a0fa34f73c09688430a19f93e6694de6cdf4aea,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
xcmzfsbd9t:c24-21,xcmzfsbd9t,1,c24-21,cg_4727e52185e52b61,535.9412312096389,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C54,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-20and21.jpg,aafd146537846d4c079812072085f83d8723257d5d65fb4ba95ffb0bca224974,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-21.png,8a4fc492e78241ed4d52eb92151bf036104adc536968f0c566062cdbd312c014,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-21.png,6a050797a0880350bc3c88e842645c0811cf7f1bdb048c48f68b1907439dd2ed,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-24,xcmzfsbd9t,1,c24-24,cg_87ebe583a77701dc,405.8955101718756,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C56,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-24and25-2.jpg,66c1b680cb6e136cae8eda3e958d23267433e8f7193b7d8093226f9f34b120bb,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-24.png,15b0a1a29a107fab0f25598c3c6ca81a5f105ef1dd9642e8ffa2773695587c20,338,340,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-24.png,4bca18aeb635da4d84aed48c6daa3559b93379c04d6864254795ef1b328f9ec0,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-25,xcmzfsbd9t,1,c24-25,cg_87ebe583a77701dc,426.3175510252684,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C57,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-24and25-2.jpg,66c1b680cb6e136cae8eda3e958d23267433e8f7193b7d8093226f9f34b120bb,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-25.png,5c72f91924287f5d1eb654f45ad0edad59f7cb0dcefc0542bdc6b3c914232142,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-25.png,bb626cfc7d4325ca05ed06f97e170a2a36cc44b299e3d1b29c99543cda74060c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-26,xcmzfsbd9t,1,c24-26,cg_3d4777af33de9c8f,271.9090654191186,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C88,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-26.jpg,d383016ef0f89009c5dfb2fce9775cc36273ab37ef3ef1bf136d71a08c557a40,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-26.png,2a66320a6700430f7e8aa6487012d13e88bacca9ec83a8df7f80ca88ec18c6bc,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-26.png,1067fe04312d4f42b0a9112d96c8b6612601b883f2334da58b44373b65ed79fc,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-27,xcmzfsbd9t,1,c24-27,cg_c8d497ef27ca01c9,284.4205642686591,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C89,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-27.jpg,12b294b0c966016b54e118deb617a04253b4211d4af9e9b99c19c603d55cbeb9,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-27.png,03737e34b2c530e9c861fd54b06a39ec73e8eb5523b79354c2fc4d745950f051,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-27.png,2bbb5eed55c0cacdab8a105682fa61cb2904f095a257118c90deb5a99f8e9eca,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
xcmzfsbd9t:c24-28,xcmzfsbd9t,1,c24-28,cg_cbe14d4757bc8508,302.8840546653755,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C90,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-28.jpg,44c7780a43e711778556d325de99c4150d089b48785d4056fc70f624367b63bb,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-28.png,5be43672ef1727e76e3c6d8fc69d6176759c836dd758ff4423437afa91be3192,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-28.png,8da115a13a35b8f6c46f1291dd6856f780325a38e11cb9cddcad867021d477c5,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-29,xcmzfsbd9t,1,c24-29,cg_c5e38dcecd92c3b3,568.2848038076212,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C91,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-29.jpg,03926a66c2bdff1a446fdd2f7f56883accb5e2c3402205d179fc95b1d3a28193,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-29.png,d17ff341416843fd2eefcf0ef07a64e0a2323793cfb848b22c9cbfdd14637f99,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-29.png,9bb561f6679f34d4ea07f43a41b8e18fc9c4113255cc4b639cd6d1baab83e098,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-3,xcmzfsbd9t,1,c24-3,cg_b26d1c908a126477,247.6961061107016,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C36,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-2and3.jpg,1f4b6d738d22b41cf9bc58c4d32cad213dccbfc29ae00bb5c597cf39f2eb7c14,1,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-3.png,c91130c780021d44be436d16f42f0876fb9a3e05e53980dbcf97a0cacb3dee08,338,352,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-3.png,036ba8ce8296fb7936d47add017f5dde03ca5e11f2a2147ff857d3f2349689f8,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-30,xcmzfsbd9t,1,c24-30,cg_287f1ab311b9a3fc,515.4344665119668,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C92,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-30.jpg,3824cdcbd5ceecc427f5c68b9768e81cd1ba75fa0b639882699c4aeca1e202d9,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-30.png,131bcbf2d0770709bdbd0c178551b61c3a606982b31cfa87152dfc159b960379,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-30.png,d7145feb0c9c8eae0c2b3fd03b50275d20a7a5c1f3dbf80b98fbc65ab962a2e5,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-31,xcmzfsbd9t,1,c24-31,cg_b871003b324014e0,514.9633946108286,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C93,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-31.jpg,22e476c95fdf85dc7c39a9514398b36cb6bda617d907422cebfdcdcf870db147,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-31.png,8634f22b41c3efecb6a0913083a1f7f4d721688e824212dabc22545b5ecd05bb,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-31.png,6972ab7eec03806f69ba7b3d5f1f3d93219bc91d3eee6748350dd7e715caba24,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-32,xcmzfsbd9t,1,c24-32,cg_df0149471a6f6eb9,214.5376240880727,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C106,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-32.jpg,1c607c4e9386068139d4f43bd0658401b73e2f910a3ee681495033591757e03b,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-32.png,c474a9d225c01d372fa63c8409e86372ce73ca1700702557b5bb2888c5e3fe4c,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-32.png,7b4ca2519113178ec8bc0558c4b7a5a6bd738314a03390ba824e577b5f5f9581,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-33,xcmzfsbd9t,1,c24-33,cg_bae44bd265c2b529,230.4139092788942,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C107,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-33.jpg,4e775476a27f9c01c6223ef60630431f266793c91a43d0fb299bbb3b3ea8c6cf,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-33.png,b66d551db8dbb948ad696f0f86b0d19a5e16b39f62cc8ab422ee5d4eb8052cc6,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-33.png,cb7f9b6cc5f9b7de07a032b39630a6d9b2a5e668f03f4a25a80babfc360e21b6,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,True,TRAIN
xcmzfsbd9t:c24-34,xcmzfsbd9t,1,c24-34,cg_c1e922e11ce3c535,282.2196343815044,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C108,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-34.jpg,a3fe5fe94dc1d9547bf213c584a4ccd5a9768dd25865cacc892c6cc704c300fc,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-34.png,b7073f2614ae4cd18ad7152ebf58b4120a3ff0148cc6a3cce4c1a757c296873d,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-34.png,7ce526b37d8a194c3dd0058d820c561a1cabd9ec74596c2422a143af09c70c0c,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TRAIN
xcmzfsbd9t:c24-35,xcmzfsbd9t,1,c24-35,cg_86f62e75401997ee,403.4884300272034,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C109,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-35.jpg,4331902f24f5c405ea65fc01c2a860c80f628424383cce9f4135e0f564f14278,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-35.png,c3e089e66880fd473c81b5d32c6ea2e9aab50781ded2d63c9880dd3aebe3bfd3,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-35.png,a62812dce1b0769c32720bf3df2f78c4a56a1891edbb30cd4266cb4f4c0be81a,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
xcmzfsbd9t:c24-36,xcmzfsbd9t,1,c24-36,cg_a697416f8a2ecce8,376.7075892172692,data/public/hasebe_cai/raw/8scdmfdcfb/v3/5_Compression after impact strength/Compression after impact strength_v0.2.xlsx,CAI strength,C110,0de44feca06294c33f2c6bc98ce6e9a8035476ff8fbef21d29f852e820cf4e2d,3,data/public/hasebe/raw/xcmzfsbd9t/v1/internal damage/c24-36.jpg,b8f3b0d8af2dbacc9032c207e68fe7417a80f8da5c79b800cc1618b739ac2ade,0,data/public/hasebe/processed/xcmzfsbd9t/internal_cscan/c24-36.png,76bb1278394c563ce5f0092d5ab0cf65ab4bd12c4db1affdf93976447f3ec397,674,675,data/public/hasebe/raw/xcmzfsbd9t/v1/impacted surface image/c24-36.png,4eb2762028483d1382e8b33caea404c42a7770c38ebaa61c296961dae68f0937,PASS_EXACT_SPECIMEN_ID_AND_HASH,AUTHORIZED,False,TEST
