capture_group_id,dataset_id,split,physical_specimen_count,specimen_keys,cscan_source_sha256,surface_sha256
cg_cd055af98e2ea119,yfxyg8jm46,VALID,1,yfxyg8jm46:c16-16,e073f7816917f33c267fe2df817ca378a1897d2a673394b452829a1ebaf7b23c,683eee960206d25d767c6886612efeb75d9269c68b7d7ff3c6d3a0661daed336
cg_cd27206d68daeed1,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-41,01243adea2cb0184a996ab0d98c236adf90433191a24db33f9ab7f7f0e5675cc,efa84fbc4caba29afa6825460b7a6f90907a90a605d59935d464497156a09a45
cg_cd9d2c55fc1934f0,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-7,84da5c1b9dfba2939a3942d7876ee7b745d1e9f9786e544a14492a144fff8d9d,c1313f21c143394436b36cfb109436a792eb41d97e773547ab4380a197de8ef7
cg_cdb4a4408962ed94,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-9t,248b5e83d33c455922b7761fdd39afd2af7691a8561cb556378b7a1c0676e4a9,4a9fdaef1fcff524d1a20b72110e209c00b7006406662cf2d2b3e9ee87581284
cg_ce4d6a48a6968060,w68dtmpfyf,VALID,1,w68dtmpfyf:q16-6,ee51ced51159b540eb618014f53eb1af17df5d4569dae93bb13c835857302651,f80208b89a0d53ce3118ae8e8f91e26907e1d543a78695262c0ab7fb0dc2c63f
cg_d085ebc6afab6fc1,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-29,bfe27d7bcfa77dcbad6e586d0f457a1bb8fcacbf8266c2f12ac1b290a4122bf3,0710bdbcac3881f5eb595602e42a29bdb863fcadedcfcc3ce45e8d4687261de1
cg_d19944516222178d,xcmzfsbd9t,TEST,1,xcmzfsbd9t:c24-12t,67c33187c79432b58fac59cce52eb129b1ccfe46cd74898a07e96e61990b6cf6,3028a212718d7de6a408cf37bfd5def4639c4e96c049fa7b67adc9d563f5df0c
cg_d281b78be1cad77d,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-1,fe7a9a90c99df46de766dfb5b0b8ef85f0cffaceb53565360ded4790ae7a8bcb,c2a5657f7be74a691061e4fbaec874866a0e1f705aab88f3b6f96f5e2f51dccd
cg_d3f7feef05d5a66a,cgtnjyggtm,VALID,1,cgtnjyggtm:q24-30,555f294091ae614134c42c14f8d3302d2a4d773ab14c306588128e48e6994d4c,081f9de52a4be0add35cff8d04307ec52b2efc68b658bd639e2846ec317b1231
cg_d4f3118bb7e2d7ed,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-8t,015a886dfad1dd2266395d248e45c9da46b3b69d2f69937bc9ded89047956635,47e954202acbcb218b708527073ed58754a255f35ea468285ae9594635378883
cg_d51f959f9fc3ad64,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-37,241784fabba8a1e7361927ef6d5735bed7a1c896c6662857a60ffd2582eea07f,e00d366abf1e961dcf87b4f9b7a30b6b95b300b74388bad16b3d5e0a9e5bdf91
cg_d63b254d48e6fc62,ykhs7s2dck,TEST,1,ykhs7s2dck:q8-16,b6b1075d446af17c271e512eb553176aee4bcebde8560d09225c73701a102dac,203da6defb70ffe7ed722869ef3b696923bb3240ddf5bd75c9de979ea2e4aed7
cg_d72ecf3171227da2,xcmzfsbd9t,VALID,1,xcmzfsbd9t:c24-39,ce0cb280f1f2d1067a15ad71c9d316ff598c60900d1f8636ed8a1c38718d4d90,374800441e694305990ca41202ecc455061d4bccf3bb784c22d5c4f497a0c8fb
cg_d76e2f1f8d5c42a6,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-35,e11deced94944f61b94da57d680323c36a23a230f9d6b382c772a427ec37466e,3adfc1dc80ef9258c1b3609bb49bf154aaf3b51003a120d73679f85595019b72
cg_d77344d187a3267b,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-21,3f1daf732a9618102ce50a424137d0d801cbe9238b52483509d0f7f0f4a88c11,fb67d1b215bb3898c61013404234e06e838064a457b7aee29553175b9abd5e91
cg_d81253dd53a5a063,74t7kcdgkr,TEST,1,74t7kcdgkr:c8-4,ac6603cfbb31c52f5bceb24bd5d1f1db5c8995975f8283fc9c3e488dd3d15370,e92e5a2864fe8746d82e66df08a6a286cc7c3b37663027dcc8654557484f559f
cg_d8206c4dc6841624,ykhs7s2dck,TRAIN,1,ykhs7s2dck:q8-20,abc0613364e3265fd51fcab43f798e88117439cd158cbecbac4e1ec8dd0390a5,ccb337e4d8135efe5028426894267a640ed58ac9badab94bc382a110d54e5309
cg_da21dc6f10d1d990,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-5,6693cb3699d6c8061800a0bf1f7ae1c7cf0e49f60541b66b33e08a8f9f87874a,3d3121674475634415cade47f53b5e5e3f565d5b5f083d452f94579fccfefac0
cg_dc57f546ba560d7d,ykhs7s2dck,TEST,1,ykhs7s2dck:q8-4,79f2f582f56f99884641fd7778c279771bf64d18146ad947f3f7f8b54deeda6c,238fbc65644f4311202e2e3597cc2f18678fea9aa5d7e60441a6da0aca2c6be1
cg_dce34b4d1a75ca03,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-12t,c8acbcef3681cf57b62b53d99fe41d3ccfb44b20cc2159adb3eabfcbb0f2468e,870ebb51c5ebc4165e5c35563664017e287b7318ff5032aa1e23b25e76b19e8d
cg_dddfa79b65fe4ec3,74t7kcdgkr,TRAIN,2,74t7kcdgkr:c8-11;74t7kcdgkr:c8-7,ed33c60dd2ae0767d4c85627d6540c9a083658895399f3848f5b855b973900eb,0c9a49292bab78fb9f4d26c8950d464d289705fe053baf5280371dd8c811e85d;46773728bd6f2cadee11d8e7d384719930d6f2b92c7fa1bae46dbce3a95ed811
cg_de36842ceb0b669d,74t7kcdgkr,TRAIN,2,74t7kcdgkr:c8-14;74t7kcdgkr:c8-15,efc3f64dbf227a4c2d21c6b8114b361eef31e0a843cdfef14e5bacc8c8599623,559b8c4abab9391aaf95c7c1c12fa0100fab1c94d162a4d736fc24052b97cb5b;efe859284f43600acf564be72ea5ac98068fc77d3731dfb37ec95a0fb38873af
cg_df0149471a6f6eb9,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-32,1c607c4e9386068139d4f43bd0658401b73e2f910a3ee681495033591757e03b,7b4ca2519113178ec8bc0558c4b7a5a6bd738314a03390ba824e577b5f5f9581
cg_df8537af42eeb5c9,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-34,694c2a62d2aa2ade5d5e1ede368964a02f3cb196d3411a77c7246e415d836c0c,b56fe29ff98b91801ed5c1455008a9ec40699aa50e66496c4dbac3f199bc7f73
cg_e0934f3f68a405b2,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-34,02fa9674f7b74d3b6b7db3ec47d50ee392106758bfca6e0ac226baa2eee61985,f0ec1fb07df866812670a6b119c47e4bafe07b47d84e6f1fc3048c31070efab7
cg_e22d527e3f5372f4,yfxyg8jm46,TEST,1,yfxyg8jm46:c16-15,5211f095ffd1309e31c4f0a2ed48d2e3e129469335e6ff11c0da388d402bd80e,eaea294a3e67b85bd111e88d6e14f6da8445e16d747b44a9b450b860e7c2bd1b
cg_e40bd92cc201b5b1,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-36,5c9d96dc634d8c51cc1609572a22fc6747abb65b587b2ab3f4429d6409bd8fe7,ddd582c5d6690b5ee05e92f9fe5af2ad2f875d38f759cb8eea5a431bf77eaa41
cg_e5f1d6cda94fffb6,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-2,3f4e5cc1000e73dc0ff11cb3c32bcec3af65c1713a3d6661774fd394a3038a8c,dd734eb44c1006512bc70964bc5714f0803897178387a6e74333e09de0b80f24
cg_e64b483cd22dfdbe,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-37,a93bcdfc30c9d7e76547aab2cd0f1f73d9f367d661fb024c66042ca05270d9a5,90ffd3e3ea68b9f6e9d7e2bc5babbab2602745116970f418102a523ee1fc68fc
cg_ea926073d033193e,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-17,4b27ccf0c258fdd54197f63569d900a3dc4c9bd9226506a32365b0b2a32142f4,bb54f28526f49f77855739805c2c083bc37604f6bc5e1c6a6f9be56250a33cd6
cg_eb365745c2b9b60c,74t7kcdgkr,TEST,1,74t7kcdgkr:c8-10t,757efdacd2eb9319e137e373378c510c57875fb0d14f2c6a21accd329852fc57,3180ac8f58ece64ab33ba77aff88e3d4a5dca55a350cd9738feab53d772e1b79
cg_ec0381497121b762,74t7kcdgkr,TEST,2,74t7kcdgkr:c8-8;74t7kcdgkr:c8-9,1a9ced76f74dfaf3fff7fe2a03d2ba569f2b83b866b0fbb61eaa1adca84eccd9,4a973a02a42d508aa213e540022c5c9dacd24771fd0c8fe1049ae6a2a1b19818;f67bfde9af68c49a48379af0901ad719d22b62c7a71e15278aab1bfe1183fd83
cg_eddeeb21a82f999f,xcmzfsbd9t,TRAIN,2,xcmzfsbd9t:c24-13;xcmzfsbd9t:c24-16,6f1907ecbac570a2b8ba4cd1c8c4593c83a26fbdb98bf76833f7a4fd5d58ced6,48c96103e8b0cea100f9a8dbd0b5db3ead0c74db4bc5f9b75057de8d0130ac53;5e7df7b29cbd244e20b9fa7c37e0ea405c0654500af3fafea490254a1baddd42
cg_ede3ed06d2ade72f,w68dtmpfyf,TEST,1,w68dtmpfyf:q16-15,17bfbf2a30fc4c5b02cd706c7a79f1d2c1d89e48cf02fc4ab96dbaa324f02274,7498585a5ac101b5eb554235347e34db9ed6d736360511e76f6d2da8ecab35ff
cg_ee56faa339a830f2,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-41,10f9aa7a75815954c244d77f98cef9f81308ba32cc3bfb66e93ff49c4ad71882,8ddc47d37fcec3ae63e237fbb7bbe9646522a0295a968958fb3003f2d207cb4f
cg_efd8928c6d17de81,yfxyg8jm46,VALID,1,yfxyg8jm46:c16-14,f0a1cd5cfa24520c87fed793606d98f99fb856ad997841007910d1006b1120a2,a8c583a85821118482854b7f618000f11d8b306eae4d6ff98274ab13e2f361bf
cg_f04da9567cc16056,74t7kcdgkr,TEST,2,74t7kcdgkr:c8-17;74t7kcdgkr:c8-18,5774657117aee1ea70843992f9ed81963a09880fe43193ad6170dbdc1852c3ea,803e4d6b272d2f25ddb3b6e6a1245ac16a376af36cb72ccc5332f5d9940b951e;b5d2533252e978dfd07525f8ad1a7478eec213c848f075b62016a14ed44189e6
cg_f28b9720dbc7e026,ykhs7s2dck,VALID,1,ykhs7s2dck:q8-34,3b85b8c54801a5344abe952accaee7c667e206cc75917af50ad986cecfc8a55e,c6a68cfe94781bc8eaf1acef6c8a6fc4919291dd5ed7a493b46e6010a65b8d81
cg_f2be8a451c99348d,yfxyg8jm46,TRAIN,1,yfxyg8jm46:c16-19,37caa818c2f2f9a4dd6530f1d5d52e6a0c9243d3bdcd0f8194e2809865bc491b,cc2da79bbb8f1847ef637fa17b14aa3105d63eedd317919d3248f109a449c023
cg_f356cc1b85a729ea,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-31,0cf320ed6a6c192486ab28cd3d1838335f58a89c9407931285d5dd614835ce56,7a4d6e50495f5e8e65d3ce635f8de343ecb8ef6117466de90e0bbba866115841
cg_f3946cf7fb331808,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-42,b9806933c447a54a87eba2409109f92c2161997842bbd08cec0d82ce18da567e,e347ffb6de8a6cdb77194ed826d809cae9a67d9354eacd801e127e27d506da06
cg_f5e55e9a56e24e6d,yfxyg8jm46,TEST,1,yfxyg8jm46:c16-23,1a3d0dc1ca5dad8104b11829eb250735c07e5cf91dd246ab8fe83ae17bf6f265,47e67af061a3e2487695f38348e656ba5785f7b5ec27e73cef6b7904f34618bd
cg_f64812b6759e7d2b,yfxyg8jm46,VALID,1,yfxyg8jm46:c16-17,5c7fbe953d298446e624c1293e58f10f70dba17c88fbf786deaa87cc1cb03a24,08977956c7a49678c15ac99835f33c823bfc10398846cb17789a43a3a5dad9ab
cg_f6941b7d17a6b65f,74t7kcdgkr,VALID,2,74t7kcdgkr:c8-13;74t7kcdgkr:c8-16,b7f1462b92650fcb30200ea002158bb3aae9862bb6b1f6200ce281c543bd506f,b3825d1dfcd6a49cca2e45224b9763bba870223cd93a9af68b4540bed21d162a;bf5971dfb981f6c3302d850db26b26785c575f3d51249a5e6625919bd101845a
cg_f845bc31bfb448b3,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-22,04666991c7eabb76717bc76b420ef221f980fec55e29f91ace57f59bd177c079,313157e3c867e292e95605aac19740a02e29efe28f4d3610f3eb68a2745341c3
cg_f9918011ab7eff31,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-7,13cf750f4dc530d59e2d6fd4ab0f855aefd521db41d893956315c59cec93542e,6ec3c0505d1799ab4355b36dff3a0b5642b1120763add2ec35d9b1b775482089
cg_faa7a17d46bbd1ca,cgtnjyggtm,TRAIN,1,cgtnjyggtm:q24-27,d04dad34151e2ceb0b980f9223c45e9b45d4528a15da26aa95972aa743da6c02,ccf81a73d98d5d9d77d5888a7882f132da691c7902160c610d0968c0a1667d12
cg_fb02413e59ce6155,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-1,7c0064a5c30ac27821ec8b72d44da05c3e04df61a6bb5336c29afc41639c6f95,67f396c4fc96ec7902186cab68cd9d0c24c96a1cead5ce7ac597ca5f2484078a
cg_fc2b47129dab53b5,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-20,47da22bc73dbb61f4ef2d54ba5d6f98cbd14f088d6702f233e4b818aef4450fa,8f24fb36b7af0b5f7123d76c97e6e1bbe423a48e0c7a7599e91175a5ccc0972d
cg_fccf8615a33c38b5,cgtnjyggtm,TEST,1,cgtnjyggtm:q24-16,4f9661901e36bf758f436d1d70a620db25b6b8dbf9718f220f2a94b2384ed3ff,2938082a1f78a84a38b31dd5f14fa8ec9e09d5e1f10634dd18be8cf14cd3501e
cg_fe3d068420d48e8b,w68dtmpfyf,TRAIN,1,w68dtmpfyf:q16-7,4b1a3be64ec9162cdf1269acfc946583441debaecb5c8f4f8ffa3241125cd66d,fba20cddbde029deef62d3c31735e55b6d4b75069ae02c8b749596e94540153d
cg_ff1326048205fdc3,74t7kcdgkr,TRAIN,1,74t7kcdgkr:c8-29,fccd816e4fa4f157e18a9dd64e90e9406c309c539be612068b1a2512048e98c2,48e14acb8e76fedd11280efebf17eb4f7aa6bc26844b744b333a0d895425e243
cg_ff2d01cab2de3ddc,w68dtmpfyf,VALID,1,w68dtmpfyf:q16-2,80e633e833cead8f85ef9b702d818fb1bb39f6a2d242b0422deff80fc56bcd6b,489ed0a98222414db39abefd1d57737bf983a70c583241cdaa4b13ab4f318079
cg_ff43edde8af2ccdb,74t7kcdgkr,VALID,1,74t7kcdgkr:c8-39,17790380fe5150d3dc85b44c1fa237b5874fbdd6f619a2ae3bf132c558d05aa8,10b9fe62ebd5840c5a592b4f2fb96692ad6d80e90f51c3d47acfe5ece07f2200
cg_ffa89c87722d7ea3,xcmzfsbd9t,TRAIN,1,xcmzfsbd9t:c24-40,8dfc8e38f7f132c78e6b714963b617d3a0e9b145cd2e37ba17793033d947f1c2,badecd2699870cf322b5195a721f5675c5b046a30548ba637791893e7bfeac19
